DateTime,news
9/18/2019,Oil price drops further on hope for recovery of Saudi output
9/18/2019,Gold flat ahead of Fed meeting as investors await monetary policy cues
9/18/2019,EMERGING MARKETS-Stocks gain before Fed decision; FX up as oil market steadies
9/18/2019,Oil price drops further on hope for recovery of Saudi output
9/18/2019,JP Morgan Sec LLC : Form 8.5 (EPT/NON-RI) - Barrick Gold Corporation
9/18/2019,"US Supply, Global efforts Cushion Global Oil Markets after Weekend Attack - API"
9/18/2019,Tullow Oil Announces the Joe-1 Exploration Well successfully in the Guyana Basin
9/18/2019,"GLOBAL MARKETS-Caution rules oil, financial markets due to Middle East worries, Fed"
9/18/2019,ExxonMobil Announces Oil Discovery Offshore Guyana at Tripletail
9/18/2019,Equatorial Palm Oil : First Shipment from Port of Buchanan
9/18/2019,UrbanGold & Argonaut Gold to Combine Troilus Area Exploration
9/18/2019,Metinvest B.V. : Iron ore JORC resources and reserves assessment
9/18/2019,"Oil retreats on Saudi supply reassurance, Fed in limelight"
9/18/2019,"Global Markets: Oil retreats on Saudi supply reassurance, Fed in limelight"
9/18/2019,"GLOBAL MARKETS-Oil retreats on Saudi supply reassurance, Fed in limelight"
9/18/2019,"CORRECTED-GLOBAL MARKETS-Oil steps back on Saudi supply reassurance, focus shifts to Fed"
9/18/2019,METALS-London copper dips ahead of Fed rate decision
9/18/2019,Oil retreats on Saudi supply reassurance
9/18/2019,Independent Oil &Gas : TR-1
9/18/2019,Saudi envoy says Iran was behind attacks on oil facilities
9/18/2019,TABLE-UAE's Fujairah oil inventory data for week ended Sept 16
9/18/2019,CORRECTED-UPDATE 1-Investors turn heat on Big Oil ahead of U.N. climate summit
9/18/2019,Phoenix Copper Posts Loss as it Develops Idaho Copper Prospect
9/18/2019,CORRECTED- Investors turn heat on Big Oil ahead of U.N. climate summit
9/18/2019,"Spearmint Begins Work Program on its ""Safari"" Copper-Gold Prospect in British Columbia"
9/18/2019,Nickel Mining Indefinitely Suspended in Southern Philippines
9/18/2019,Bahrain Total Aluminium Exports to the US in H1 up 10% YoY
9/18/2019,Cora Gold Limited : Investor Event
9/18/2019,JPMorgan Sec.Plc : Form 8.5 (EPT/RI) - Barrick Gold Corporation
,
9/18/2019,US Oil Production Remains Close to Record Level in June - EIA
9/18/2019,"CORRECTED-WRAPUP 1-Saudi Arabia promises ""material evidence"" linking Iran to oil attack"
9/18/2019,"Tullow Oil PLC : Payment of dividend in GBP, EUR and GHS"
9/18/2019,Saudi Arabia promises 'material evidence' linking Iran to oil attack
9/18/2019,"WRAPUP 1-Saudi Arabia promises ""material evidence"" linking Iran to oil attack"
9/18/2019,"Exxon Mobil seeks to sell is Australian Bass Strait oil, gas assets"
9/18/2019,France sending experts to investigate Saudi oil attack: Elysee
9/18/2019,SAIL Allowed to Offload 25% of Iron Ore Output
9/18/2019,ExxonMobil puts Victorian oil and gas assets up for sale
9/18/2019,"From oil shocks to funding strains, Fed confronts new complexities"
9/18/2019,UPDATE 3-San Jose moves to ban natural gas in new residential buildings
9/18/2019,"UPDATE 1-Exxon Mobil seeks to sell Australian Bass Strait oil, gas assets"
9/18/2019,China’s Primary Aluminium Output in August Dips 0.3% YoY
9/18/2019,UPDATE 1-Investors turn heat on Big Oil ahead of U.N. climate summit
9/18/2019,Cylinder Blast at Vimal Aluminium Factory injured 12 People
9/18/2019,METALS-London copper edges up ahead of Fed rate decision
9/18/2019,Corrected: Analyst View - Saudi attacks raise spectre of oil at $100/barrel
,
9/18/2019,"From oil shocks to funding strains, Fed confronts new complexities"
9/18/2019,Chaarat Gold Hlgs Ld : Holding in Company
9/18/2019,Chariot Oil & Gas Ld : CPR on Additional Prospects
9/18/2019,Saudi Arabian Oil Co : Saudi Arabian Oil Company Press Release
9/18/2019,"Europa Oil & Gas (Holdings : Award of Large Exploration Licence, Offshore Morocco"
9/18/2019,Karelian Pellet Resume Supplies of Iron Ore Concentrate to Cherepovets Steel Mill
9/18/2019,Ukraine Increase Imports Of Copper During January to August
9/18/2019,Pan African resumes the dividend as gold price lift brings flood of fresh optimism
9/18/2019,Alamos Gold to Expand High-Grade Mineralization at Island Gold
9/18/2019,Telangana Government Will Not Allow Uranium Mining in Nallamala Forest - Mr Rao
,
9/18/2019,CORRECTED-UPDATE 1-San Jose becomes first big US city to discourage natural gas in buildings
9/18/2019,"Global Markets: Oil steps back on Saudi supply reassurance, focus shifts to Fed"
9/18/2019,"Oil steps back on Saudi supply reassurance, focus shifts to Fed"
9/18/2019,"GLOBAL MARKETS-Oil steps back on Saudi supply reassurance, focus shifts to Fed"
9/18/2019,"WRAPUP 10-Saudi oil attacks came from southwest Iran, U.S. official says, raising tensions"
9/18/2019,The most important thing to have happened to gold this year
9/18/2019,Silver above $100? Here’s why it could happen
9/18/2019,"WRAPUP 9-Saudi oil attacks came from southwest Iran, U.S. official says, raising tensions"
9/18/2019,"RPT-UPDATE 2-Saudi says to meet oil commitment to Asian refiners, some changes - sources"
9/18/2019,Oil slips after Saudi Arabia says to restore output but risks remain
9/18/2019,UPDATE 2-San Jose moves to ban natural gas in new residential buildings
,
9/18/2019,Barrick signals major gold discovery outside Newmont Goldcorp JV
9/18/2019,Asia looks to diversify after attacks on Saudi oil production
9/18/2019,Asia looks to diversify after attacks on Saudi oil production
9/18/2019,"Gold prices steady amid cautious mood, focus shifts to Fed"
9/18/2019,"PRECIOUS-Gold prices steady amid cautious mood, focus shifts to Fed"
9/18/2019,"Oil recedes on Saudi supply reassurance, investor focus shifts to Fed"
9/18/2019,"Global Markets: Oil recedes on Saudi supply reassurance, investor focus shifts to Fed"
9/18/2019,"Wall Street up as oil fears fade, eyes on Fed"
9/18/2019,Investors turn heat on Big Oil ahead of U.N. climate summit
9/18/2019,Investors turn heat on Big Oil ahead of U.N. climate summit
9/17/2019,Oil matters more than human rights
9/17/2019,A stab at the heart of Saudi oil puts Trump to his biggest test yet
9/17/2019,Oil supply uncertainties drive STI down
9/17/2019,Gold rises as investors await Fed policy decision
9/17/2019,8@eight: Markets steady despite oil volatility
9/17/2019,Oil prices dive as Saudi Arabia makes production promise but analysts are sceptical
9/17/2019,Oct. WTI oil at $58.65/bbl in electronic trade vs. $59.34 Nymex settlement
9/17/2019,Oil prices fall as sources say API data show an unexpected weekly U.S. crude-supply climb
9/17/2019,"Wall Street rises as oil fears recede, market awaits Fed"
9/17/2019,China's Unipec accelerates U.S. crude purchases after Saudi oil attacks
9/18/2019,UPDATE 1-San Jose becomes first big US city to discourage natural gas in buildings
9/18/2019,"GLOBAL MARKETS-Oil recedes on Saudi supply reassurance, investor focus shifts to Fed"
9/18/2019,An oil shock may be enough to push the global economy into recession
9/18/2019,Oil extends losses after Saudi Arabia to restore output by end-September
,
9/17/2019,Oil CEOs Are Taking a Wait-and-See Approach After Attack Sends Crude Prices Soaring
9/17/2019,UPDATE 2-Saudi Arabia to restore oil output fully by end of September -energy minister
9/17/2019,Oil plummets 6% as Saudi minister says supplies fully restored
9/17/2019,"CORRECTED-WRAPUP 8-Saudi oil attacks came from southwest Iran, U.S. official says, raising tensions"
9/17/2019,Why Southwest Airlines Is Shrugging Off the Oil Price Spike (but American Airlines Isn't)
9/17/2019,Oil plummets 6% as Saudi minister says supplies fully restored
9/17/2019,Oil falls as supply worries fade; stocks edge higher
9/17/2019,GLOBAL MARKETS-Oil falls as supply worries fade; stocks edge higher
9/17/2019,"Wall Street rises as oil fears recede, market awaits Fed"
,
9/17/2019,"US STOCKS-Wall Street rises as oil fears recede, market awaits Fed"
9/17/2019,"Saudi oil attacks came from southwest Iran, U.S. official says, raising tensions"
9/17/2019,Saudi energy minister says no urgent OPEC meeting: Al Arabiya TV
9/17/2019,Trump Today: Trump teases quick China deal and downplays need for using strategic oil reserves
9/17/2019,UPDATE 2-China's Unipec accelerates U.S. crude purchases after Saudi oil attacks
9/17/2019,"Wall Street rises as oil worries fade, investors eye Fed rate cut"
9/17/2019,UK urges collective response to attacks on Saudi oil facilities
9/17/2019,"US STOCKS SNAPSHOT-Wall Street rises as oil worries fade, investors eye Fed rate cut"
9/17/2019,Saudi Arabia to restore oil output fully by end of September: energy minister
9/17/2019,Oil price falls as Saudi Arabia calms supply fears
9/17/2019,Oil down as Saudi output restored; stocks steady as Fed meets
9/17/2019,GLOBAL MARKETS-Oil down as Saudi output restored; stocks steady as Fed meets
9/17/2019,"Oil & Gas Stock Roundup: Energy Transfer's Acquisition, ExxonMobil's Guyana Oil Find & More"
9/17/2019,Gas prices rose 3 cents in a day after attacks on Saudi oil. Here's where they could head
9/17/2019,UPDATE 1-Barrick CEO Bristow says Nevada gold find shows big potential
9/17/2019,"Oil is heading lower for 3 reasons, says longtime trader"
9/17/2019,Saudi energy minister says no urgent OPEC meeting: Al Arabiya TV
9/17/2019,Global Markets: Oil down as Saudi output restored; stocks steady as Fed meets
9/17/2019,Saudi Arabia to restore oil output fully by end of September: energy minister
9/17/2019,UPDATE 1-Saudi Arabia to restore oil output fully by end of September -energy minister
9/17/2019,Oil plummets 6% as Saudi oil minister says production fully restored
9/17/2019,"Higher gold prices aren't enough, new discoveries are needed - mining CEO"
9/17/2019,Oil plummets 6% as Saudi says oil production fully restored
9/17/2019,U.S. oil futures settle with a loss of nearly 6%
9/17/2019,Oil plummets 6% as Saudi says oil production fully restored
9/17/2019,Chesapeake Energy's stock tumbles as oil prices pull back sharply
9/17/2019,Trump does not see oil reserve release after Saudi attacks
9/17/2019,"Oct. WTI oil loses $3.56, or 5.7%, to settle at $59.34/bbl"
9/17/2019,Saudi Arabia's oil supply fully back online: energy minister
9/17/2019,Trump does not see oil reserve release after Saudi attacks
9/17/2019,WRAPUP 3-U.S. believes Saudi oil attacks came from southwest Iran -official
9/17/2019,Saudi Arabia's oil supply fully back online -energy minister
9/17/2019,CORRECT: Saudi energy minister says oil supply fully back online at end of Sept. following Saturday attacks: CNBC
9/17/2019,Texas oil company facing Idaho lawsuit files for bankruptcy
9/17/2019,"Nov. Brent crude down $3.42, or 5%, at $65.60/bbl"
9/17/2019,Oil plummets 6% as Saudi oilmin says production fully restored
,
9/17/2019,Saudi Arabia's oil supply fully back online: energy minister
9/17/2019,Why Oil Stocks and Oilfield Services Stocks Are Slumping Today
9/17/2019,Oil extends drop as Saudi energy minister Prince Abdulaziz sees full return of oil output by month's end
9/17/2019,U.S. believes Saudi oil attacks came from southwest Iran: official
9/17/2019,"Oct. WTI oil down $3.90, or 6.2%, to $59/bbl"
9/17/2019,Oil futures fall further as Saudi energy minister holds a press conference
9/17/2019,"Oil output will be fully back online by end of September, Aramco IPO on track, Saudis say"
9/17/2019,"UPDATE 1-CEO of Canada's Imperial Oil to retire, successor named"
9/17/2019,Oil plummets 5% as Saudi output seen returning soon after attacks
9/17/2019,"Fed Watch, U.S. Industrial Strength, Oil Updates & Buy JLL Stock - Free Lunch"
,
9/17/2019,Attack On Saudi Oil Is Boon For Trump In China Trade War
9/17/2019,"Gold, silver modestly up; FOMC decision on deck"
9/17/2019,"UPDATE 2-Oil, Fed nerves keep European shares grounded"
9/17/2019,UPDATE 1-China's Unipec accelerates U.S. crude purchases after Saudi oil attacks
9/17/2019,Battered Saudi oil output to recover in two or three weeks: sources
9/17/2019,Gold prices hold up despite falling market calls for rate cut
9/17/2019,How an Oil Price Surge Could Hurt the U.S. Economy
9/17/2019,WRAPUP 2-Battered Saudi oil output to recover in two or three weeks - sources
9/17/2019,UPDATE 1-Total CEO: Attack on Saudi oil facilities will have consequences
9/17/2019,"The Technical Indicator: Bull trend absorbs oil shock, S&P 500 maintains first support"
9/17/2019,Total CEO: Attack on Saudi oil facilities will have consequences
9/17/2019,U.S. weighing best response to Saudi oil attacks: Pence
9/17/2019,China's Unipec ramps up U.S. crude shipments after attacks on Saudi oil facilities
9/17/2019,Saudi kingdom stands firm after oil attack
9/17/2019,Uncertainty over oil price goes beyond possible cut to Saudi supply
9/17/2019,Why Oil Stocks Are Falling Back Down to Earth Today
9/17/2019,"Shock and awe, but few surprises as oil prices spike"
9/17/2019,Gold toilet stolen from Britain's Blenheim Palace
9/17/2019,Saudi Arabia seeks to reassure on oil supplies after attack
9/17/2019,Saudi Arabia seeks to reassure on oil supplies after attack
9/17/2019,"Market hadn't factored in Middle East oil risk until now, says energy expert"
9/17/2019,GLOBAL MARKETS-Oil down as Saudi output rebound seen soon; stocks weak as Fed meets
9/17/2019,WRAPUP 1-Saudi oil output to recover in two or three weeks after attack - sources
9/17/2019,Oil tumbles on report that Saudis will soon recover 70% of daily production
9/17/2019,Oil plummets 5% as Saudi output seen returning soon after attacks
,
9/17/2019,Orestone Outlines Large IP Chargeability Anomaly Below Surface Copper Mineralization at Resguardo in Northern Chile
9/17/2019,Oil plummets 6% as Saudi output seen returning soon after attacks
9/17/2019,Oil plummets 6% as Saudi output seen returning soon after attacks
9/17/2019,Continental Resources CEO: US has better oil security than Saudi Arabia
9/17/2019,Saudi oil output to recover in two or three weeks after attack: sources
9/17/2019,Oil down as Saudi output rebound seen soon; stocks weak as Fed meets
9/17/2019,Global Markets: Oil down as Saudi output rebound seen soon; stocks weak as Fed meets
9/17/2019,Oil drops sharply as Saudi output seen returning soon after attacks
9/17/2019,"Global Markets: Oil sheds gains, stocks dip as Fed comes into focus"
9/17/2019,Gold holds steady as focus turns to Fed meeting
9/17/2019,Oil prices drop ahead of update on Saudi oil production
9/17/2019,"Saudis yet to brief OPEC colleagues, IEA on oil outage: sources"
9/17/2019,Exclusive: Saudi oil output to return faster than first thought - sources
9/17/2019,Iran rules out talks as Trump blames Tehran for Saudi oil attack
9/17/2019,Macron worried attack on Saudi oil may hurt moves to ease U.S.-Iran crisis: diplomats
9/17/2019,Saudi Oil Attack Rattles Market: Bet on 4 Safe-Haven Stocks
9/17/2019,Go Against the Tide as Stocks Rise in Months After Big Oil Jump
9/17/2019,Gasoline ETF Spikes After Saudi Oil Attack
,
9/17/2019,"The Zacks Analyst Blog Highlights: U.S. Silica, Chevron, AngloGold Ashanti, Kinross Gold and Barrick Gold"
9/17/2019,Macron worried attack on Saudi oil may hurt moves to ease U.S.-Iran crisis - diplomats
9/17/2019,Exclusive: Saudi oil output to return faster than first thought - sources
